iter	Logloss
0	0.551877692
1	0.4643692929
2	0.3836984204
3	0.3151762169
4	0.2380873236
5	0.191789622
6	0.1601730778
7	0.1368897079
8	0.1217669487
9	0.09072176277
10	0.07225385128
11	0.06057810804
12	0.05298533953
13	0.04785829898
14	0.04430053671
15	0.03954235636
16	0.03656969577
17	0.03462545142
18	0.03270179401
19	0.03139843035
20	0.0303807957
21	0.02937855417
22	0.02829328481
23	0.02744486587
24	0.02691906333
25	0.02655752441
26	0.02580855
27	0.02519313874
28	0.0247861727
29	0.02442515529
30	0.02410927518
31	0.02391049459
32	0.02344710748
33	0.02334697552
34	0.02313483406
35	0.0229324998
36	0.02239962392
37	0.02223509957
38	0.02205154295
39	0.02185555004
40	0.02163897027
41	0.02150804545
42	0.02132801959
43	0.02126713089
44	0.02114638256
45	0.02105166264
46	0.02096003955
47	0.02084106887
48	0.02077361849
49	0.02073483454
50	0.02059035579
51	0.02046160225
52	0.02038017536
53	0.0203285148
54	0.02024584249
55	0.02011801959
56	0.02000255617
57	0.01990070208
58	0.01984986179
59	0.01975400535
60	0.01966818798
61	0.01964541521
62	0.01957641206
63	0.01951323297
64	0.01949014857
65	0.01943655527
66	0.01936240448
67	0.01932502818
68	0.01922020216
69	0.01919978406
70	0.01913398343
71	0.019095659
72	0.01901375089
73	0.01899464901
74	0.01894279728
75	0.01888166774
76	0.01883084456
77	0.01879541157
78	0.01875267677
79	0.01872699452
80	0.0187005643
81	0.01862996518
82	0.0185677648
83	0.01844641321
84	0.01839832507
85	0.0183721643
86	0.0183393121
87	0.01827860003
88	0.01815085244
89	0.01807288247
90	0.01801520212
91	0.01797092015
92	0.01781457849
93	0.01772452645
94	0.01740640899
95	0.01736764107
96	0.01734041536
97	0.01730704018
98	0.01729558816
99	0.01704588141
100	0.01697274538
101	0.01695603316
102	0.01691150118
103	0.01689905951
104	0.01686070919
105	0.01683712702
106	0.01680912008
107	0.01677340188
108	0.01672918202
109	0.01668889228
110	0.01665964476
111	0.01664230059
112	0.01646859726
113	0.01640345307
114	0.016387796
115	0.01637359714
116	0.01624844149
117	0.01622210658
118	0.01619234883
119	0.01616015522
120	0.01608870385
121	0.01607313446
122	0.01603216157
123	0.01598484602
124	0.01595999568
125	0.01587854005
126	0.01584586661
127	0.01580784519
128	0.01573200383
129	0.01571426152
130	0.01569765234
131	0.01568176008
132	0.0156365854
133	0.01562400406
134	0.01560446486
135	0.01558588156
136	0.01557337287
137	0.01548219087
138	0.01544431174
139	0.01538801378
140	0.01537564139
141	0.0153282741
142	0.01529066846
143	0.01526609108
144	0.0152359255
145	0.01520868336
146	0.01518480337
147	0.01515982378
148	0.01512278041
149	0.01509015715
150	0.01508060367
151	0.01505506774
152	0.01501384152
153	0.01499671188
154	0.01497754039
155	0.01493716203
156	0.01490971992
157	0.01488346134
158	0.01485271327
159	0.0148195561
160	0.01478807241
161	0.01477774831
162	0.01476497247
163	0.01470350009
164	0.01467263912
165	0.01466147965
166	0.01462576366
167	0.01461903965
168	0.01458214149
169	0.01454808133
170	0.01453197295
171	0.01449418614
172	0.01445660832
173	0.01444073928
174	0.01440861329
175	0.01438681209
176	0.01437530679
177	0.01434914063
178	0.01434911852
179	0.0143388961
180	0.01430186934
181	0.01426893254
182	0.0142568519
183	0.01422737484
184	0.01419849997
185	0.01416865052
186	0.01415642098
187	0.01412286424
188	0.01409901108
189	0.01408676549
190	0.01407404125
191	0.01402181832
192	0.01400431397
193	0.01397809286
194	0.01395287791
195	0.01395287791
196	0.01393710417
197	0.01391415574
198	0.01389575474
199	0.01388465876
200	0.01387662048
201	0.01381396555
202	0.01379162049
203	0.01377141602
204	0.01376486077
205	0.01374533281
206	0.01371886507
207	0.01368235798
208	0.01365889306
209	0.01364480239
210	0.01360923413
211	0.01360921934
212	0.01359119976
213	0.01356771285
214	0.01354766064
215	0.01351637041
216	0.01349032249
217	0.01347951182
218	0.01345448652
219	0.01343497179
220	0.01342546992
221	0.01340698983
222	0.01338649459
223	0.01337370968
224	0.01336581896
225	0.01334842793
226	0.01331859298
227	0.01330533399
228	0.01328491924
229	0.01326725695
230	0.01326725054
231	0.01325367188
232	0.01323685718
233	0.01322243578
234	0.01321391863
235	0.01320439468
236	0.01319543036
